,myear,fuel,km,owner,transmission,brand,model,variant,price,city
3707,2015,Diesel,"31,000 kms",Second Owner,Manual,Maruti SX4 S Cross DDiS 320 Zeta,Maruti SX4 S Cross DDiS 320 Zeta,NaN,6.95 Lakh*,Bangalore
3708,2015,Petrol,"71,000 kms",First Owner,Manual,Hyundai Xcent 1.2 Kappa SX,Hyundai Xcent 1.2 Kappa SX,NaN,5.25 Lakh*,Bangalore
3709,2014,Diesel,"90,000 kms",First Owner,Manual,Maruti Ertiga VDI,Maruti Ertiga VDI,NaN,7 Lakh*,Bangalore
3710,2018,Diesel,"21,000 kms",First Owner,Automatic,Audi Q3 35 TDI Quattro Premium Plus,Audi Q3 35 TDI Quattro Premium Plus,NaN,32.25 Lakh*,Bangalore
3711,2008,Petrol,"75,000 kms",Second Owner,Manual,Hyundai i10 Era,Hyundai i10 Era,NaN,2.75 Lakh*,Bangalore
3712,2010,Diesel,"75,000 kms",Second Owner,Automatic,BMW 3 Series 320d Highline,BMW 3 Series 320d Highline,NaN,10.75 Lakh*,Bangalore
3713,2018,Petrol,"32,180 kms",First Owner,Manual,Hyundai i20 1.2 Asta,Hyundai i20 1.2 Asta,NaN,8.6 Lakh*,Bangalore
3714,2019,Petrol,"32,000 kms",First Owner,Manual,Toyota Corolla Altis 1.8 G,Toyota Corolla Altis 1.8 G,NaN,15.5 Lakh*,Bangalore
3715,2018,Diesel,"42,173 kms",First Owner,Automatic,Toyota Innova Crysta 2016-2020 2.4 GX AT,Toyota Innova Crysta 2016-2020 2.4 GX AT,NaN,19 Lakh*,Bangalore
3716,2008,Petrol,"86,902 kms",First Owner,Manual,Maruti Wagon R LXI Minor,Maruti Wagon R LXI Minor,NaN,2.5 Lakh*,Bangalore
3717,2017,Diesel,"55,061 kms",Second Owner,Manual,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,NaN,7.75 Lakh*,Bangalore
3718,2010,Petrol,"45,000 kms",First Owner,Manual,Hyundai i10 Magna 1.2,Hyundai i10 Magna 1.2,NaN,3.1 Lakh*,Bangalore
3719,2018,Petrol,"16,000 kms",First Owner,Automatic,Renault KWID AMT,Renault KWID AMT,NaN,4.49 Lakh*,Bangalore
3720,2007,Petrol,"82,000 kms",First Owner,Manual,Hyundai Verna XXi ABS (Petrol),Hyundai Verna XXi ABS (Petrol),NaN,2.45 Lakh*,Bangalore
3721,2010,Petrol,"54,900 kms",First Owner,Manual,Hyundai i10 Magna 1.2,Hyundai i10 Magna 1.2,NaN,3.25 Lakh*,Bangalore
3722,2016,Petrol,"54,000 kms",First Owner,Automatic,Volkswagen Vento 1.2 TSI Comfortline AT,Volkswagen Vento 1.2 TSI Comfortline AT,NaN,7.25 Lakh*,Bangalore
3723,2011,Petrol,"36,500 kms",Second Owner,Automatic,Renault Fluence 2.0,Renault Fluence 2.0,NaN,5.65 Lakh*,Bangalore
3724,2014,Petrol,"65,000 kms",First Owner,Automatic,Nissan Micra XV CVT,Nissan Micra XV CVT,NaN,4.45 Lakh*,Bangalore
3725,2015,Petrol,"76,300 kms",First Owner,Manual,Hyundai Santro Xing GL Plus,Hyundai Santro Xing GL Plus,NaN,3.45 Lakh*,Bangalore
3726,2007,Petrol,"1,09,000 kms",Second Owner,Manual,Honda Civic 1.8 V MT,Honda Civic 1.8 V MT,NaN,3.25 Lakh*,Bangalore
3727,2013,Diesel,"95,000 kms",First Owner,Manual,Nissan Evalia SV,Nissan Evalia SV,NaN,4.35 Lakh*,Bangalore
3728,2012,Petrol,"58,700 kms",First Owner,Manual,Maruti Wagon R VXI Minor,Maruti Wagon R VXI Minor,NaN,3.45 Lakh*,Bangalore
3729,2008,Diesel,"1,28,000 kms",Third Owner,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota Innova 2.5 G (Diesel) 8 Seater,NaN,4.75 Lakh*,Bangalore
3730,2018,Diesel,"18,000 kms",First Owner,Automatic,Ford Endeavour 3.2 Titanium AT 4X4,Ford Endeavour 3.2 Titanium AT 4X4,NaN,33 Lakh*,Bangalore
3731,2008,Petrol,"87,000 kms",Third Owner,Automatic,Honda CR-V 2.4 AT,Honda CR-V 2.4 AT,NaN,3.85 Lakh*,Bangalore
3732,2011,Petrol,"29,659 kms",First Owner,Manual,Maruti Wagon R VXI,Maruti Wagon R VXI,NaN,3 Lakh*,Bangalore
3733,2006,Petrol,"79,000 kms",Second Owner,Manual,Chevrolet Aveo 1.4 LT,Chevrolet Aveo 1.4 LT,NaN,1.45 Lakh*,Bangalore
3734,2019,Petrol,"29,687 kms",First Owner,Manual,Maruti Ertiga BSIV VXI,Maruti Ertiga BSIV VXI,NaN,9.65 Lakh*,Bangalore
3735,2012,Diesel,"70,000 kms",First Owner,Manual,Ford Figo Diesel EXI,Ford Figo Diesel EXI,NaN,3 Lakh*,Bangalore
3736,2018,Diesel,"14,528 kms",First Owner,Manual,Mahindra Marazzo M6 8Str,Mahindra Marazzo M6 8Str,NaN,12.5 Lakh*,Bangalore
3737,2009,Petrol,"75,000 kms",Second Owner,Manual,Hyundai Santro Xing GL,Hyundai Santro Xing GL,NaN,1.75 Lakh*,Bangalore
3738,2016,Diesel,"59,000 kms",First Owner,Manual,Ford EcoSport 1.5 Diesel Titanium,Ford EcoSport 1.5 Diesel Titanium,NaN,8.2 Lakh*,Bangalore
3739,2010,Petrol,"88,500 kms",First Owner,Manual,Hyundai i20 1.2 Sportz,Hyundai i20 1.2 Sportz,NaN,3.2 Lakh*,Bangalore
3740,2019,Petrol,"11,000 kms",First Owner,Manual,Maruti Eeco 5 Seater AC BSIV,Maruti Eeco 5 Seater AC BSIV,NaN,4.5 Lakh*,Bangalore
3741,2008,Petrol,"40,000 kms",First Owner,Manual,Hyundai i10 Magna 1.1L,Hyundai i10 Magna 1.1L,NaN,2.31 Lakh*,Bangalore
3742,2006,Petrol,"1,26,000 kms",First Owner,Manual,Toyota Innova 2.0 VX (Petrol) 8 Seater BS IV,Toyota Innova 2.0 VX (Petrol) 8 Seater BS IV,NaN,4.5 Lakh*,Bangalore
3743,2015,Diesel,"1,20,000 kms",First Owner,Manual,Maruti Ciaz ZDi Plus,Maruti Ciaz ZDi Plus,NaN,6 Lakh*,Bangalore
3744,2011,Diesel,"90,000 kms",Second Owner,Manual,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,NaN,5.95 Lakh*,Bangalore
3745,2010,Diesel,"94,000 kms",Second Owner,Manual,Toyota Innova 2.5 V Diesel 8-seater,Toyota Innova 2.5 V Diesel 8-seater,NaN,8.75 Lakh*,Bangalore
3746,2009,Petrol,"44,000 kms",Second Owner,Manual,Maruti Wagon R LXI Minor,Maruti Wagon R LXI Minor,NaN,2.1 Lakh*,Bangalore
3747,2013,Diesel,"1,63,000 kms",Second Owner,Manual,Maruti Swift Dzire VDI,Maruti Swift Dzire VDI,NaN,4.5 Lakh*,Bangalore
3748,2007,Petrol,"45,214 kms",First Owner,Manual,Maruti Alto LXi,Maruti Alto LXi,NaN,2 Lakh*,Bangalore
3749,2009,Diesel,"1,72,353 kms",First Owner,Manual,Toyota Innova 2.5 V Diesel 8-seater,Toyota Innova 2.5 V Diesel 8-seater,NaN,7.5 Lakh*,Bangalore
3750,2009,LPG,"1,20,000 kms",Second Owner,Manual,Maruti Omni LPG CARGO BSIII W IMMOBILISER,Maruti Omni LPG CARGO BSIII W IMMOBILISER,NaN,1.3 Lakh*,Bangalore
3751,2017,Petrol,"22,000 kms",First Owner,Manual,Maruti Swift Dzire VXI 1.2 BS IV,Maruti Swift Dzire VXI 1.2 BS IV,NaN,6 Lakh*,Bangalore
3752,2018,Diesel,"20,000 kms",First Owner,Manual,Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen Ameo 1.5 TDI Comfortline,NaN,7 Lakh*,Bangalore
3753,2016,Petrol,"51,000 kms",Second Owner,Automatic,Volkswagen Polo 2015-2019 GT TSI,Volkswagen Polo 2015-2019 GT TSI,NaN,7.35 Lakh*,Bangalore
3754,2017,Diesel,"1,60,000 kms",Second Owner,Manual,Renault Lodgy 85PS RxE,Renault Lodgy 85PS RxE,NaN,6 Lakh*,Bangalore
3755,2019,Petrol,"5,000 kms",First Owner,Automatic,Honda Jazz VX CVT,Honda Jazz VX CVT,NaN,8.2 Lakh*,Bangalore
3756,2012,Diesel,"90,000 kms",First Owner,Manual,Ford Fiesta Diesel Titanium Plus,Ford Fiesta Diesel Titanium Plus,NaN,4 Lakh*,Bangalore
3757,2018,Diesel,"57,000 kms",First Owner,Manual,Tata Nexon 1.5 Revotorq XZ Plus,Tata Nexon 1.5 Revotorq XZ Plus,NaN,10 Lakh*,Bangalore
3758,2011,Diesel,"44,000 kms",First Owner,Manual,Maruti Ritz VDi,Maruti Ritz VDi,NaN,3.99 Lakh*,Bangalore
3759,2018,Petrol,"33,000 kms",First Owner,Manual,Maruti Eeco 7 Seater Standard BSIV,Maruti Eeco 7 Seater Standard BSIV,NaN,4.05 Lakh*,Bangalore
3760,2012,Diesel,"1,10,000 kms",Second Owner,Manual,Maruti SX4 VDI,Maruti SX4 VDI,NaN,4 Lakh*,Bangalore
3761,2017,Diesel,"44,000 kms",First Owner,Manual,Volkswagen Polo 2015-2019 1.5 TDI Highline,Volkswagen Polo 2015-2019 1.5 TDI Highline,NaN,7.25 Lakh*,Bangalore
3762,2014,Diesel,"51,300 kms",Third Owner,Automatic,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi A4 2.0 TDI 177 Bhp Premium Plus,NaN,16.5 Lakh*,Bangalore
3763,2017,Petrol,"42,000 kms",First Owner,Manual,Ford Aspire 1.2 Ti-VCT Trend,Ford Aspire 1.2 Ti-VCT Trend,NaN,5.5 Lakh*,Bangalore
3764,2013,Diesel,"80,000 kms",Fourth & Above Owner,Manual,Tata Indica eLX,Tata Indica eLX,NaN,"85,000*",Bangalore
3765,2001,Petrol,"70,000 kms",First Owner,Manual,Maruti 800 Std,Maruti 800 Std,NaN,"55,000*",Bangalore
3766,2014,Petrol,"66,000 kms",Second Owner,Manual,Hyundai Verna 1.6 SX VTVT,Hyundai Verna 1.6 SX VTVT,NaN,5.65 Lakh*,Bangalore
3767,2016,Diesel,"70,000 kms",First Owner,Automatic,Mercedes-Benz B-Class B200 CDI,Mercedes-Benz B-Class B200 CDI,NaN,19.25 Lakh*,Bangalore
3768,2010,Petrol,"60,000 kms",Third Owner,Automatic,Hyundai i10 Sportz AT,Hyundai i10 Sportz AT,NaN,2.8 Lakh*,Bangalore
3769,2011,Diesel,"72,000 kms",Second Owner,Manual,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen Polo Diesel Comfortline 1.2L,NaN,4 Lakh*,Bangalore
3770,2018,Petrol,"15,000 kms",Second Owner,Manual,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,NaN,6.8 Lakh*,Bangalore
3771,2006,Petrol,"50,000 kms",Second Owner,Manual,Hyundai Verna Xi (Petrol),Hyundai Verna Xi (Petrol),NaN,1.5 Lakh*,Bangalore
3772,2020,Petrol,"5,000 kms",First Owner,Manual,Maruti Baleno Zeta,Maruti Baleno Zeta,NaN,7.34 Lakh*,Bangalore
3773,2017,Petrol,"31,420 kms",First Owner,Manual,Maruti Omni MPI STD BSIV,Maruti Omni MPI STD BSIV,NaN,2.99 Lakh*,Bangalore
3774,2012,Diesel,"1,00,000 kms",Third Owner,Automatic,BMW X1 sDrive 20d xLine,BMW X1 sDrive 20d xLine,NaN,12.5 Lakh*,Bangalore
3775,2018,Diesel,"16,000 kms",First Owner,Manual,Maruti Baleno Alpha 1.3,Maruti Baleno Alpha 1.3,NaN,8.75 Lakh*,Bangalore
3776,2015,Diesel,"59,000 kms",First Owner,Manual,Maruti Ertiga ZDI,Maruti Ertiga ZDI,NaN,7.95 Lakh*,Bangalore
3777,2013,LPG,"65,000 kms",Second Owner,Manual,Hyundai i10 Magna LPG,Hyundai i10 Magna LPG,NaN,3.75 Lakh*,Bangalore
3778,2018,Petrol,"35,000 kms",First Owner,Manual,Renault KWID 1.0 RXT Optional,Renault KWID 1.0 RXT Optional,NaN,4 Lakh*,Bangalore
3779,2019,Petrol,"9,500 kms",First Owner,Automatic,Hyundai i20 Sportz Plus CVT BSIV,Hyundai i20 Sportz Plus CVT BSIV,NaN,8.75 Lakh*,Bangalore
3780,2018,Diesel,"66,384 kms",First Owner,Manual,Toyota Platinum Etios 1.4 GXD,Toyota Platinum Etios 1.4 GXD,NaN,6.65 Lakh*,Bangalore
3781,2013,Diesel,"74,000 kms",Second Owner,Automatic,BMW X1 sDrive 20D xLine,BMW X1 sDrive 20D xLine,NaN,13.9 Lakh*,Bangalore
3782,2008,Petrol,"80,000 kms",Fourth & Above Owner,Manual,Maruti Alto LXi,Maruti Alto LXi,NaN,1.4 Lakh*,Bangalore
3783,2004,Petrol,"94,550 kms",Fourth & Above Owner,Manual,Chevrolet Optra 1.6,Chevrolet Optra 1.6,NaN,1.69 Lakh*,Bangalore
3784,2019,Petrol,"32,000 kms",First Owner,Automatic,Hyundai Creta 1.6 SX Automatic,Hyundai Creta 1.6 SX Automatic,NaN,14.75 Lakh*,Bangalore
3785,2021,Diesel,"77,000 kms",Second Owner,Automatic,Volvo XC60 D5 Inscription,Volvo XC60 D5 Inscription,NaN,13.5 Lakh*,Bangalore
3786,2012,Diesel,"13,000 kms",First Owner,Automatic,BMW X1 sDrive20d,BMW X1 sDrive20d,NaN,15.5 Lakh*,Bangalore
3787,2010,Petrol,"56,000 kms",First Owner,Manual,Honda CR-V 2.4 MT,Honda CR-V 2.4 MT,NaN,6.7 Lakh*,Bangalore
3788,2017,Petrol,"27,000 kms",Second Owner,Manual,Hyundai EON Sportz,Hyundai EON Sportz,NaN,3.65 Lakh*,Bangalore
3789,2014,Diesel,"46,000 kms",Second Owner,Automatic,Mercedes-Benz M-Class ML 350 CDI,Mercedes-Benz M-Class ML 350 CDI,NaN,30 Lakh*,Bangalore
3790,2015,Diesel,"96,000 kms",First Owner,Manual,Ford Figo Diesel EXI,Ford Figo Diesel EXI,NaN,4.25 Lakh*,Bangalore
3791,2015,Petrol,"37,000 kms",First Owner,Manual,Renault KWID RXT,Renault KWID RXT,NaN,3.33 Lakh*,Bangalore
3792,2009,Petrol,"35,000 kms",Second Owner,Manual,Maruti Swift Lxi BSIII,Maruti Swift Lxi BSIII,NaN,3.15 Lakh*,Bangalore
3793,2019,Petrol,"17,000 kms",Second Owner,Manual,Hyundai Santro Sportz SE BSIV,Hyundai Santro Sportz SE BSIV,NaN,4.8 Lakh*,Bangalore
3794,2013,Petrol,"76,000 kms",First Owner,Automatic,Mercedes-Benz B-Class B180 Sport,Mercedes-Benz B-Class B180 Sport,NaN,15 Lakh*,Bangalore
3795,2016,Petrol,"16,000 kms",First Owner,Manual,Hyundai i20 Active 1.2 SX with AVN,Hyundai i20 Active 1.2 SX with AVN,NaN,7 Lakh*,Bangalore
3796,2017,Petrol,"54,775 kms",First Owner,Manual,Maruti Alto 800 LXI,Maruti Alto 800 LXI,NaN,2.75 Lakh*,Bangalore
3797,2014,Petrol,"35,000 kms",Second Owner,Manual,Honda Brio V MT,Honda Brio V MT,NaN,4.3 Lakh*,Bangalore
3798,2018,Petrol,"70,000 kms",First Owner,Manual,Hyundai i20 1.2 Asta,Hyundai i20 1.2 Asta,NaN,6.9 Lakh*,Bangalore
3799,2014,Diesel,"67,800 kms",Second Owner,Manual,Skoda Rapid 1.5 TDI Elegance Plus,Skoda Rapid 1.5 TDI Elegance Plus,NaN,6 Lakh*,Bangalore
3800,2018,Diesel,"30,000 kms",Second Owner,Automatic,BMW 5 Series 530d M Sport,BMW 5 Series 530d M Sport,NaN,53.75 Lakh*,Bangalore
3801,2009,Petrol,"80,000 kms",Second Owner,Manual,Hyundai i20 Asta,Hyundai i20 Asta,NaN,3 Lakh*,Bangalore
3802,2017,Petrol,"10,000 kms",Second Owner,Manual,Maruti Alto K10 VXI,Maruti Alto K10 VXI,NaN,3.5 Lakh*,Bangalore
3803,2011,Petrol,"40,000 kms",First Owner,Manual,Ford Figo Petrol EXI,Ford Figo Petrol EXI,NaN,3.55 Lakh*,Bangalore
3804,2012,Petrol,"78,535 kms",Second Owner,Manual,Hyundai Verna 1.6 SX VTVT (O),Hyundai Verna 1.6 SX VTVT (O),NaN,4.8 Lakh*,Bangalore
3805,2016,Petrol,"56,000 kms",First Owner,Manual,Maruti Alto K10 VXI,Maruti Alto K10 VXI,NaN,3.45 Lakh*,Bangalore
3806,2020,Petrol,"2,800 kms",First Owner,Manual,Maruti Wagon R ZXI 1.2,Maruti Wagon R ZXI 1.2,NaN,5.8 Lakh*,Bangalore
3807,2011,Diesel,"67,000 kms",Second Owner,Automatic,Ford Endeavour 3.0L 4X4 AT,Ford Endeavour 3.0L 4X4 AT,NaN,8.85 Lakh*,Bangalore
3808,2012,Diesel,"79,000 kms",First Owner,Manual,Ford Figo Diesel ZXI,Ford Figo Diesel ZXI,NaN,3.45 Lakh*,Bangalore
3809,2017,Diesel,"81,000 kms",Second Owner,Manual,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford EcoSport 1.5 Diesel Titanium BSIV,NaN,7.95 Lakh*,Bangalore
3810,2019,CNG,"1,20,000 kms",First Owner,Manual,Maruti Swift Dzire Tour 1.2 S STD CNG,Maruti Swift Dzire Tour 1.2 S STD CNG,NaN,5.5 Lakh*,Bangalore
3811,2006,Petrol,"59,000 kms",Second Owner,Automatic,Honda Civic 1.8 S AT,Honda Civic 1.8 S AT,NaN,3.45 Lakh*,Bangalore
3812,2016,Diesel,"1,10,000 kms",First Owner,Manual,Ford EcoSport 1.5 TDCi Trend BSIV,Ford EcoSport 1.5 TDCi Trend BSIV,NaN,7.55 Lakh*,Bangalore
3813,2016,Petrol,"50,000 kms",First Owner,Manual,Maruti Baleno Delta 1.2,Maruti Baleno Delta 1.2,NaN,5.8 Lakh*,Bangalore
3814,2009,Petrol,"40,000 kms",First Owner,Manual,Hyundai Santro Xing GLS,Hyundai Santro Xing GLS,NaN,2.66 Lakh*,Bangalore
3815,2007,Petrol,"1,00,000 kms",First Owner,Manual,Hyundai Santro Xing XP,Hyundai Santro Xing XP,NaN,2 Lakh*,Bangalore
3816,2016,Diesel,"59,000 kms",Second Owner,Automatic,Maruti Swift Dzire AMT ZDI,Maruti Swift Dzire AMT ZDI,NaN,6.5 Lakh*,Bangalore
3817,2014,Petrol,"35,000 kms",Third Owner,Manual,Hyundai EON 1.0 Kappa Magna Plus,Hyundai EON 1.0 Kappa Magna Plus,NaN,2.75 Lakh*,Bangalore
3818,2016,CNG,"1,10,000 kms",First Owner,Manual,Maruti Swift Dzire Tour S,Maruti Swift Dzire Tour S,NaN,4 Lakh*,Bangalore
3819,2015,Diesel,"40,000 kms",Second Owner,Automatic,Volvo V40 D3,Volvo V40 D3,NaN,16.75 Lakh*,Bangalore
3820,2010,Petrol,"50,000 kms",First Owner,Manual,Hyundai i10 Magna,Hyundai i10 Magna,NaN,2.6 Lakh*,Bangalore
3821,2016,Diesel,"90,000 kms",First Owner,Automatic,Mahindra TUV 300 T8 AMT,Mahindra TUV 300 T8 AMT,NaN,6.75 Lakh*,Bangalore
3822,2012,Diesel,"80,000 kms",Third Owner,Manual,Hyundai i20 1.4 CRDi Sportz,Hyundai i20 1.4 CRDi Sportz,NaN,3.1 Lakh*,Bangalore
3823,2020,Petrol,"4,500 kms",Second Owner,Automatic,Maruti Swift AMT ZXI Plus,Maruti Swift AMT ZXI Plus,NaN,7.95 Lakh*,Bangalore
3824,2004,Petrol,"1,20,000 kms",Third Owner,Manual,Toyota Corolla H2,Toyota Corolla H2,NaN,2.5 Lakh*,Bangalore
3825,2017,CNG,"1,20,000 kms",First Owner,Manual,Maruti Swift Dzire Tour S,Maruti Swift Dzire Tour S,NaN,5.1 Lakh*,Bangalore
3826,2013,Petrol,"80,000 kms",Fourth & Above Owner,Manual,Ford Classic 1.6 Duratec Titanium,Ford Classic 1.6 Duratec Titanium,NaN,4.7 Lakh*,Bangalore
3827,2014,Diesel,"70,000 kms",First Owner,Manual,Maruti Swift VDI BSIV,Maruti Swift VDI BSIV,NaN,4.95 Lakh*,Bangalore
3828,2007,Diesel,"2,30,000 kms",Second Owner,Manual,Tata Safari 2005-2017 3L Dicor LX 4x2,Tata Safari 2005-2017 3L Dicor LX 4x2,NaN,2 Lakh*,Bangalore
3829,2016,Petrol,"55,500 kms",Third Owner,Automatic,Hyundai Grand i10 AT Asta,Hyundai Grand i10 AT Asta,NaN,4.75 Lakh*,Bangalore
3830,2010,Diesel,"1,87,000 kms",Second Owner,Manual,Toyota Fortuner 3.0 Diesel,Toyota Fortuner 3.0 Diesel,NaN,10.5 Lakh*,Bangalore
3831,2017,Petrol,"35,000 kms",First Owner,Manual,Hyundai i20 Asta Option BSIV,Hyundai i20 Asta Option BSIV,NaN,7.75 Lakh*,Bangalore
3832,2011,Petrol,"60,000 kms",First Owner,Manual,Ford Figo Petrol ZXI,Ford Figo Petrol ZXI,NaN,2.2 Lakh*,Bangalore
3833,2018,Petrol,"8,300 kms",First Owner,Automatic,Maruti Baleno Alpha Automatic,Maruti Baleno Alpha Automatic,NaN,8.5 Lakh*,Bangalore
3834,2014,Diesel,"69,000 kms",First Owner,Manual,Maruti Ritz VDi,Maruti Ritz VDi,NaN,4.95 Lakh*,Bangalore
3835,2009,Petrol,"68,357 kms",Second Owner,Automatic,Hyundai i10 Magna AT,Hyundai i10 Magna AT,NaN,2.9 Lakh*,Bangalore
3836,2018,Diesel,"5,000 kms",First Owner,Manual,Hyundai Grand i10 1.2 CRDi Era,Hyundai Grand i10 1.2 CRDi Era,NaN,5 Lakh*,Bangalore
3837,2016,Diesel,"47,000 kms",First Owner,Manual,Maruti Ertiga SHVS VDI,Maruti Ertiga SHVS VDI,NaN,8.2 Lakh*,Bangalore
3838,2016,Diesel,"94,500 kms",First Owner,Manual,Maruti Ertiga SHVS ZDI,Maruti Ertiga SHVS ZDI,NaN,9.25 Lakh*,Bangalore
3839,2018,Diesel,"47,500 kms",First Owner,Manual,Renault Captur 1.5 Diesel RXT Mono,Renault Captur 1.5 Diesel RXT Mono,NaN,12 Lakh*,Bangalore
3840,2010,Petrol,"50,000 kms",Second Owner,Manual,Maruti Alto K10 LXI,Maruti Alto K10 LXI,NaN,2 Lakh*,Bangalore
3841,2013,Diesel,"80,000 kms",First Owner,Manual,Tata Safari Storme LX,Tata Safari Storme LX,NaN,5.75 Lakh*,Bangalore
3842,2014,Petrol,"30,000 kms",Second Owner,Manual,Tata Nano Twist XT,Tata Nano Twist XT,NaN,1.25 Lakh*,Bangalore
3843,2010,Diesel,"80,000 kms",First Owner,Automatic,Audi Q5 3.0 TDI,Audi Q5 3.0 TDI,NaN,12.5 Lakh*,Bangalore
3844,2012,Diesel,"90,000 kms",Second Owner,Manual,Ford Figo Diesel EXI,Ford Figo Diesel EXI,NaN,2.5 Lakh*,Bangalore
3845,2017,Diesel,"55,000 kms",Second Owner,Manual,Hyundai i20 1.4 Asta,Hyundai i20 1.4 Asta,NaN,7.5 Lakh*,Bangalore
3846,2011,Petrol,"90,000 kms",Second Owner,Manual,Hyundai i20 1.2 Asta with AVN,Hyundai i20 1.2 Asta with AVN,NaN,2.97 Lakh*,Bangalore
3847,2016,Petrol,"24,861 kms",First Owner,Manual,Hyundai i20 Era 1.2,Hyundai i20 Era 1.2,NaN,5.5 Lakh*,Bangalore
3848,2016,Diesel,"1,00,000 kms",First Owner,Automatic,Mahindra XUV500 AT W10 FWD,Mahindra XUV500 AT W10 FWD,NaN,11.95 Lakh*,Bangalore
3849,2017,Diesel,"35,000 kms",First Owner,Manual,Maruti Ertiga SHVS VDI,Maruti Ertiga SHVS VDI,NaN,8.3 Lakh*,Bangalore
3850,2013,Petrol,"20,000 kms",First Owner,Manual,Maruti Eeco 5 Seater AC BSIV,Maruti Eeco 5 Seater AC BSIV,NaN,3.5 Lakh*,Bangalore
3851,2016,Diesel,"82,000 kms",First Owner,Manual,Maruti Swift ZDI BSIV,Maruti Swift ZDI BSIV,NaN,7.4 Lakh*,Bangalore
3852,2015,Petrol,"30,000 kms",First Owner,Manual,Maruti Alto K10 VXI,Maruti Alto K10 VXI,NaN,3.35 Lakh*,Bangalore
3853,2015,Petrol,"50,000 kms",First Owner,Manual,Maruti Swift VXI Optional,Maruti Swift VXI Optional,NaN,5.1 Lakh*,Bangalore
3854,2018,Petrol,"16,500 kms",First Owner,Automatic,Maruti Swift AMT VXI,Maruti Swift AMT VXI,NaN,6.66 Lakh*,Bangalore
3855,2013,Petrol,"64,051 kms",First Owner,Automatic,Ford EcoSport 1.5 Ti VCT AT Titanium,Ford EcoSport 1.5 Ti VCT AT Titanium,NaN,6.45 Lakh*,Bangalore
3856,2018,Petrol,"25,000 kms",Second Owner,Manual,Tata Tiago 1.2 Revotron XZ,Tata Tiago 1.2 Revotron XZ,NaN,5.15 Lakh*,Bangalore
3857,2017,Diesel,"50,000 kms",First Owner,Manual,Skoda Rapid 1.5 TDI Ambition BSIV,Skoda Rapid 1.5 TDI Ambition BSIV,NaN,8.75 Lakh*,Bangalore
3858,2013,Petrol,"20,000 kms",First Owner,Manual,Maruti Swift Dzire VXI,Maruti Swift Dzire VXI,NaN,5.2 Lakh*,Bangalore
3859,2018,Petrol,"25,000 kms",Second Owner,Manual,Hyundai i20 1.2 Magna Executive,Hyundai i20 1.2 Magna Executive,NaN,6 Lakh*,Bangalore
3860,2016,Diesel,"1,10,000 kms",First Owner,Manual,Maruti Ciaz RS ZDi Plus SHVS,Maruti Ciaz RS ZDi Plus SHVS,NaN,7 Lakh*,Bangalore
3861,2011,Petrol,"30,000 kms",Second Owner,Manual,Volkswagen Vento Petrol Highline,Volkswagen Vento Petrol Highline,NaN,4 Lakh*,Bangalore
3862,2013,Diesel,"90,000 kms",Third Owner,Manual,Volkswagen Vento New Diesel Highline,Volkswagen Vento New Diesel Highline,NaN,3.5 Lakh*,Bangalore
3863,2018,Diesel,"5,000 kms",First Owner,Automatic,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz CLA 200 CDI Sport,NaN,34.5 Lakh*,Bangalore
3864,2014,Petrol,"48,931 kms",First Owner,Manual,Tata Nano Twist XT,Tata Nano Twist XT,NaN,1.8 Lakh*,Bangalore
3865,2010,Diesel,"80,000 kms",First Owner,Manual,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,NaN,5.55 Lakh*,Bangalore
3866,2012,Petrol,"51,000 kms",Second Owner,Manual,Skoda Fabia 1.2 MPI Active Plus,Skoda Fabia 1.2 MPI Active Plus,NaN,3.15 Lakh*,Bangalore
3867,2012,Petrol,"65,000 kms",Fourth & Above Owner,Manual,Hyundai i20 1.2 Sportz,Hyundai i20 1.2 Sportz,NaN,3 Lakh*,Bangalore
3868,2019,Petrol,"25,000 kms",Third Owner,Manual,Hyundai i20 Petrol Asta,Hyundai i20 Petrol Asta,NaN,6.89 Lakh*,Bangalore
3869,2011,Petrol,"70,000 kms",Second Owner,Manual,Hyundai i10 Sportz,Hyundai i10 Sportz,NaN,2.8 Lakh*,Bangalore
3870,2011,Diesel,"1,68,000 kms",Third Owner,Manual,Toyota Innova 2.5 V Diesel 8-seater,Toyota Innova 2.5 V Diesel 8-seater,NaN,8 Lakh*,Bangalore
3871,2006,Diesel,"70,000 kms",Fourth & Above Owner,Automatic,Audi A4 2.0 TDI Multitronic,Audi A4 2.0 TDI Multitronic,NaN,5 Lakh*,Bangalore
